model,author,model_creation_time,limitation_section_name,limitation_section_content,is_empty,has_limitation_in_content,limitation_section_content_clean
huggingtweets/voteblake,huggingtweets,2021-04-08 16:32:55+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/amccarty,huggingtweets,2021-04-08 16:38:47+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/taliasturm,huggingtweets,2021-04-08 16:46:57+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/fletcherfidelis,huggingtweets,2021-04-08 17:10:13+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/prawn_meat,huggingtweets,2021-04-08 17:15:35+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/thatstupiddoll,huggingtweets,2021-04-08 17:17:57+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/c_hoffmanni,huggingtweets,2021-04-08 17:24:18+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/rivin64,huggingtweets,2021-04-08 17:40:09+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/unlikelyvee,huggingtweets,2021-04-08 17:40:23+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/uckerssket,huggingtweets,2021-04-08 17:41:46+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/awaythrow8,huggingtweets,2021-04-08 17:44:56+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/murderlinart,huggingtweets,2021-04-08 17:45:31+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/filler_username,huggingtweets,2021-04-08 17:50:37+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/trolley_rebel,huggingtweets,2021-04-08 17:58:24+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/emanon_knockoff,huggingtweets,2021-04-08 18:08:55+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/devtrospective,huggingtweets,2021-04-08 18:08:59+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/some_bxdy,huggingtweets,2021-04-08 18:29:58+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/frootcakee,huggingtweets,2021-04-08 18:41:50+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/nyandiquil,huggingtweets,2021-04-08 19:09:27+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/hourousha0153,huggingtweets,2021-04-08 19:33:24+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/newdlzz,huggingtweets,2021-04-08 19:35:07+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/carlotta_emma,huggingtweets,2021-04-08 19:37:11+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/hbloodedheroine,huggingtweets,2021-04-08 20:06:32+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/heatherchungus,huggingtweets,2021-04-08 20:14:56+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/anttoretu,huggingtweets,2021-04-08 20:16:03+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/banjocatt,huggingtweets,2021-04-08 20:25:48+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/bladeecity,huggingtweets,2021-04-08 20:28:04+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/piratepilots,huggingtweets,2021-04-08 20:36:16+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/t2scania,huggingtweets,2021-04-08 20:40:21+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/realweinerman,huggingtweets,2021-04-08 20:55:28+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/albiuwu_,huggingtweets,2021-04-08 20:56:20+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/easimernull,huggingtweets,2021-04-08 20:59:16+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/glasseskin,huggingtweets,2021-04-08 21:09:34+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/estrowife,huggingtweets,2021-04-08 21:15:00+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/demirenjun,huggingtweets,2021-04-08 21:33:21+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/fraskungfu,huggingtweets,2021-04-08 22:23:17+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/agendernihilist,huggingtweets,2021-04-08 22:55:21+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/gonnhead,huggingtweets,2021-04-08 23:34:25+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/gojomo,huggingtweets,2021-04-09 00:24:16+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/entirelyuseles,huggingtweets,2021-04-09 00:41:37+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/andevereaux,huggingtweets,2021-04-09 00:48:03+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/frantzfries,huggingtweets,2021-04-09 01:47:08+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/3thyr3al,huggingtweets,2021-04-09 03:56:51+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/eduardofep,huggingtweets,2021-04-09 04:01:57+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/coyote_steel,huggingtweets,2021-04-09 07:16:23+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/qtpath,huggingtweets,2021-04-09 07:22:57+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/nolanatlas,huggingtweets,2021-04-09 08:00:15+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/poppunkarsonist,huggingtweets,2021-04-09 09:47:31+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/fr3fou,huggingtweets,2021-04-09 10:01:47+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/misogenist,huggingtweets,2021-04-09 12:02:28+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/evanjfields,huggingtweets,2021-04-09 13:06:45+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/thehowie,huggingtweets,2021-04-09 19:53:36+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/tomlennard,huggingtweets,2021-04-10 02:07:51+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/owlsimulator,huggingtweets,2021-04-10 15:32:43+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/ksi,huggingtweets,2021-04-10 17:28:58+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/juicewit,huggingtweets,2021-04-10 17:29:28+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/solarmonke,huggingtweets,2021-04-10 21:55:22+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/royalreporter,huggingtweets,2021-04-10 23:38:46+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/hypogolic,huggingtweets,2021-04-11 04:19:13+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
LeBenchmark/wav2vec2-FR-1K-large,LeBenchmark,2021-04-11 10:30:50+00:00,intended uses & limitations,"pretrained wav2vec2 models are distributed under the apache-2.0 license. hence, they can be reused extensively without strict limitations. however, benchmarks and data may be linked to corpora that are not completely open-sourced.",False,True,pretraine wav vec model distribute apache license reuse extensively strict limitation benchmark datum link corpora completely open sourced
huggingtweets/basedgamerboi,huggingtweets,2021-04-11 13:23:54+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
LeBenchmark/wav2vec2-FR-1K-base,LeBenchmark,2021-04-11 14:41:33+00:00,intended uses & limitations,"pretrained wav2vec2 models are distributed under the apache-2.0 license. hence, they can be reused extensively without strict limitations. however, benchmarks and data may be linked to corpora that are not completely open-sourced.",False,True,pretraine wav vec model distribute apache license reuse extensively strict limitation benchmark datum link corpora completely open sourced
LeBenchmark/wav2vec2-FR-3K-base,LeBenchmark,2021-04-11 15:28:43+00:00,intended uses & limitations,"pretrained wav2vec2 models are distributed under the apache-2.0 license. hence, they can be reused extensively without strict limitations. however, benchmarks and data may be linked to corpora that are not completely open-sourced.",False,True,pretraine wav vec model distribute apache license reuse extensively strict limitation benchmark datum link corpora completely open sourced
huggingtweets/justinbieber,huggingtweets,2021-04-11 15:42:27+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/qotheghost,huggingtweets,2021-04-11 21:14:20+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/4pfviolet,huggingtweets,2021-04-11 21:48:09+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/abdi_smokes,huggingtweets,2021-04-11 22:09:53+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/gingerbreadfork,huggingtweets,2021-04-11 22:41:27+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/vecuroniyum,huggingtweets,2021-04-12 20:07:29+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/stephencurry30,huggingtweets,2021-04-13 02:43:00+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/microflashfic,huggingtweets,2021-04-13 14:17:52+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/scrawledsongs,huggingtweets,2021-04-13 14:34:51+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/str_voyage,huggingtweets,2021-04-13 15:14:28+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/tower727,huggingtweets,2021-04-13 15:30:44+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/dailymicrofic,huggingtweets,2021-04-13 15:39:02+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/scarysmilingdog,huggingtweets,2021-04-14 22:41:01+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/riot_kassadin,huggingtweets,2021-04-14 22:59:50+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/umbersorrow,huggingtweets,2021-04-15 01:58:52+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/bestmusiclyric,huggingtweets,2021-04-15 02:27:15+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/econalytics,huggingtweets,2021-04-15 16:18:17+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/lets4r,huggingtweets,2021-04-15 18:43:07+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/dumb4funbp,huggingtweets,2021-04-15 19:04:09+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/conspiracyb0t,huggingtweets,2021-04-16 01:03:39+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/mspunks,huggingtweets,2021-04-17 02:41:12+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/tundeeednut,huggingtweets,2021-04-17 08:08:41+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/pokimanelol,huggingtweets,2021-04-17 19:24:44+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/gothamjsharma,huggingtweets,2021-04-17 20:11:51+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/_elli420_,huggingtweets,2021-04-18 08:45:19+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/regaleyes,huggingtweets,2021-04-18 21:36:57+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/danwootton,huggingtweets,2021-04-19 02:04:50+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
nlp4good/psych-search,nlp4good,2021-04-19 14:40:44+00:00,limitations and bias,"this model was trained on all pubmed abstracts categorized under psychology and psychiatry. as of march 1, this corresponds to approximately 3.2 million papers that contains abstract text. of these 3.2 million papers, relevant sparse mental health categories were back translated to increase the representation of certain mental health categories.there are several limitation with this dataset including large discrepancies in the number of papers associated with sexual and gender minorities. the training data consisted of the following breakdown across gender groups:similar discrepancies are present within ethnic groups as defined within the mesh taxonomy:these discrepancies can have a significant impact on information retrieval systems, downstream  machine learning models, and other forms of nlp that leverage these pretrained models.",False,True,model train pubmed abstract categorize psychology psychiatry march correspond approximately million paper contain abstract text million paper relevant sparse mental health category translate increase representation certain mental health category limitation dataset include large discrepancy number paper associate sexual gender minority training datum consist following breakdown gender group similar discrepancy present ethnic group define mesh taxonomy discrepancy significant impact information retrieval systems downstream machine learning model form nlp leverage pretraine model
huggingtweets/laceyjames814,huggingtweets,2021-04-19 16:53:34+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/adderallia,huggingtweets,2021-04-19 21:40:30+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/sburhanova,huggingtweets,2021-04-20 19:24:45+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/most_lamentable,huggingtweets,2021-04-20 21:22:27+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/katya_zamo,huggingtweets,2021-04-20 21:32:57+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/cdcgov,huggingtweets,2021-04-20 22:22:27+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/lauren9dudley,huggingtweets,2021-04-20 22:41:04+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/vvangone,huggingtweets,2021-04-21 06:13:04+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/ollybot_redux,huggingtweets,2021-04-22 10:50:43+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/beanstalkim,huggingtweets,2021-04-22 17:32:35+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/mistykrueger,huggingtweets,2021-04-22 17:38:18+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/dotcsv,huggingtweets,2021-04-23 06:23:29+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
Davlan/mt5_base_yor_eng_mt,Davlan,2021-04-23 11:18:45+00:00,limitations and bias,this model is limited by its training dataset of entity-annotated news articles from a specific span of time. this may not generalize well for all use cases in different domains.,False,True,model limit training dataset entity annotate news article specific span time generalize use case different domain
huggingtweets/mormo_music,huggingtweets,2021-04-24 11:38:10+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/the_leonardo_dc,huggingtweets,2021-04-24 16:39:54+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
huggingtweets/yungparenti,huggingtweets,2021-04-24 17:24:10+00:00,limitations and bias,"the model suffers from the same limitations and bias as gpt-2.in addition, the data present in the user's tweets further affects the text generated by the model.",False,True,model suffer limitation bias gpt addition datum present user tweet far affect text generate model
